路测标识,小区ID,纬度,经度,接收电平
KeyNum,CellID,Latitude,Longitude,RxLev
305450,9151,121.148142,41.131714,-96.120594
305451,9151,121.148143,41.131716,-96.123222
305452,9151,121.148145,41.131718,-96.125849
305453,9151,121.148147,41.131719,-96.128476
305454,9151,121.148148,41.131721,-96.131103
305455,9151,121.14815,41.131723,-96.133729
305456,9151,121.148152,41.131725,-96.136354
305457,9151,121.148154,41.131726,-96.138979
305458,9151,121.148155,41.131728,-96.141604
305459,9151,121.148157,41.13173,-96.144228
305460,9151,121.148159,41.131731,-96.146852
305461,9151,121.14816,41.131733,-96.149475
305462,9151,121.148162,41.131735,-96.152098
305463,9151,121.148164,41.131736,-96.154721
305464,9151,121.148165,41.131738,-96.157343
305465,9151,121.148167,41.13174,-96.159964
305466,9151,121.148169,41.131742,-96.162585
305467,9151,121.148171,41.131743,-96.165206
305468,9151,121.148172,41.131745,-96.167826
305469,9151,121.148174,41.131747,-96.170445
305470,9151,121.148176,41.131748,-96.173064
305471,9151,121.148177,41.13175,-96.175683
305472,9151,121.148179,41.131752,-96.178301
305473,9151,121.148181,41.131753,-96.180919
305474,9151,121.148182,41.131755,-96.183537
305475,9151,121.148184,41.131757,-96.186153
305476,9151,121.148186,41.131759,-96.18877
305477,9151,121.148188,41.13176,-96.191386
305478,9151,121.148189,41.131762,-96.194001
305479,9151,121.148191,41.131764,-96.196616
305480,9151,121.148193,41.131765,-96.199231
305481,9151,121.148194,41.131767,-96.201845
305482,9151,121.148196,41.131769,-96.204459
305483,9151,121.148198,41.13177,-96.207072
305484,9151,121.148199,41.131772,-96.209685
305485,9151,121.148201,41.131774,-96.212297
305486,9151,121.148203,41.131776,-96.214909
305487,9151,121.148205,41.131777,-96.21752
305488,9151,121.148206,41.131779,-96.220131
305489,9151,121.148208,41.131781,-96.222742
305490,9151,121.14821,41.131782,-96.225352
305491,9151,121.148211,41.131784,-96.227962
305492,9151,121.148213,41.131786,-96.230571
305493,9151,121.148215,41.131787,-96.233179
305494,9151,121.148216,41.131789,-96.235788
305495,9151,121.148218,41.131791,-96.238395
305496,9151,121.14822,41.131793,-96.241003
305497,9151,121.148222,41.131794,-96.24361
305498,9151,121.148223,41.131796,-96.246216
305499,9151,121.148225,41.131798,-96.248822
305500,9151,121.148227,41.131799,-96.251427
305501,9151,121.148228,41.131801,-96.254032
305502,9151,121.14823,41.131803,-96.256637
305503,9151,121.148232,41.131804,-96.259241
305504,9151,121.148233,41.131806,-96.261845
305505,9151,121.148235,41.131808,-96.264448
305506,9151,121.148237,41.13181,-96.267051
305507,9151,121.148239,41.131811,-96.269653
305508,9151,121.14824,41.131813,-96.272255
305509,9151,121.148242,41.131815,-96.274857
305510,9151,121.148244,41.131816,-96.277458
305511,9151,121.148245,41.131818,-96.280058
305512,9151,121.148247,41.13182,-96.282658
305513,9151,121.148249,41.131821,-96.285258
305514,9151,121.14825,41.131823,-96.287857
305515,9151,121.148252,41.131825,-96.290456
305516,9151,121.148254,41.131827,-96.293054
305517,9151,121.148256,41.131828,-96.295652
305518,9151,121.148257,41.13183,-96.298249
305519,9151,121.148259,41.131832,-96.300846
305520,9151,121.148261,41.131833,-96.303443
305521,9151,121.148262,41.131835,-96.306039
305522,9151,121.148264,41.131837,-96.308634
305523,9151,121.148266,41.131838,-96.31123
305524,9151,121.148267,41.13184,-96.313824
305525,9151,121.148269,41.131842,-96.316418
305526,9151,121.148271,41.131844,-96.319012
305527,9151,121.148273,41.131845,-96.321606
305528,9151,121.148274,41.131847,-96.324199
305529,9151,121.148276,41.131849,-96.326791
305530,9151,121.148278,41.13185,-96.329383
305531,9151,121.148279,41.131852,-96.331974
305532,9151,121.148281,41.131854,-96.334566
305533,9151,121.148283,41.131855,-96.337156
305534,9151,121.148284,41.131857,-96.339746
305535,9151,121.148286,41.131859,-96.342336
305536,9151,121.148288,41.131861,-96.344926
305537,9151,121.14829,41.131862,-96.347514
305538,9151,121.148291,41.131864,-96.350103
305539,9151,121.148293,41.131866,-96.352691
305540,9151,121.148295,41.131867,-96.355278
305541,9151,121.148296,41.131869,-96.357865
305542,9151,121.148298,41.131871,-96.360452
305543,9151,121.1483,41.131872,-96.363038
305544,9151,121.148301,41.131874,-96.365624
305545,9151,121.148303,41.131876,-96.368209
305546,9151,121.148305,41.131878,-96.370794
305547,9151,121.148307,41.131879,-96.373378
305548,9151,121.148308,41.131881,-96.375962
305549,9151,121.14831,41.131883,-96.378546
305550,9151,121.148312,41.131884,-96.381129
305551,9151,121.148313,41.131886,-96.383712
305552,9151,121.148315,41.131888,-96.386294
305553,9151,121.148317,41.131889,-96.388875
305554,9151,121.148318,41.131891,-96.391457
305555,9151,121.14832,41.131893,-96.394038
305556,9151,121.148322,41.131895,-96.396618
305557,9151,121.148324,41.131896,-96.399198
305558,9151,121.148325,41.131898,-96.401777
305559,9151,121.148327,41.1319,-96.404357
305560,9151,121.148329,41.131901,-96.406935
305561,9151,121.14833,41.131903,-96.409513
305562,9151,121.148332,41.131905,-96.412091
305563,9151,121.148334,41.131906,-96.414668
305564,9151,121.148335,41.131908,-96.417245
305565,9151,121.148337,41.13191,-96.419822
305566,9151,121.148339,41.131912,-96.422398
305567,9151,121.148341,41.131913,-96.424973
305568,9151,121.148342,41.131915,-96.427548
305569,9151,121.148344,41.131917,-96.430123
305570,9151,121.148346,41.131918,-96.432697
305571,9151,121.148347,41.13192,-96.435271
305572,9151,121.148349,41.131922,-96.437844
305573,9151,121.148351,41.131923,-96.440417
305574,9151,121.148352,41.131925,-96.442989
305575,9151,121.148354,41.131927,-96.445561
305576,9151,121.148356,41.131929,-96.448133
305577,9151,121.148358,41.13193,-96.450704
305578,9151,121.148359,41.131932,-96.453275
305579,9151,121.148361,41.131934,-96.455845
305580,9151,121.148363,41.131935,-96.458415
305581,9151,121.148364,41.131937,-96.460984
305582,9151,121.148366,41.131939,-96.463553
305583,9151,121.148368,41.13194,-96.466121
305584,9151,121.148369,41.131942,-96.468689
305585,9151,121.148371,41.131944,-96.471257
305586,9151,121.148373,41.131946,-96.473824
305587,9151,121.148375,41.131947,-96.476391
305588,9151,121.148376,41.131949,-96.478957
305589,9151,121.148378,41.131951,-96.481523
305590,9151,121.14838,41.131952,-96.484088
305591,9151,121.148381,41.131954,-96.486653
305592,9151,121.148383,41.131956,-96.489218
305593,9151,121.148385,41.131957,-96.491782
305594,9151,121.148386,41.131959,-96.494345
305595,9151,121.148388,41.131961,-96.496908
305596,9151,121.14839,41.131963,-96.499471
305597,9151,121.148392,41.131964,-96.502034
305598,9151,121.148393,41.131966,-96.504595
305599,9151,121.148395,41.131968,-96.507157
305600,9151,121.148397,41.131969,-96.509718
305601,9151,121.148398,41.131971,-96.512278
305602,9151,121.1484,41.131973,-96.514838
305603,9151,121.148402,41.131974,-96.517398
305604,9151,121.148403,41.131976,-96.519957
305605,9151,121.148405,41.131978,-96.522516
305606,9151,121.148407,41.13198,-96.525075
305607,9151,121.148409,41.131981,-96.527633
305608,9151,121.14841,41.131983,-96.53019
305609,9151,121.148412,41.131985,-96.532747
305610,9151,121.148414,41.131986,-96.535304
305611,9151,121.148415,41.131988,-96.53786
305612,9151,121.148417,41.13199,-96.540416
305613,9151,121.148419,41.131991,-96.542971
305614,9151,121.14842,41.131993,-96.545526
305615,9151,121.148422,41.131995,-96.54808
305616,9151,121.148424,41.131997,-96.550634
305617,9151,121.148426,41.131998,-96.553188
305618,9151,121.148427,41.132,-96.555741
305619,9151,121.148429,41.132002,-96.558294
305620,9151,121.148431,41.132003,-96.560846
305621,9151,121.148432,41.132005,-96.563398
305622,9151,121.148434,41.132007,-96.565949
305623,9151,121.148436,41.132008,-96.5685
305624,9151,121.148437,41.13201,-96.571051
305625,9151,121.148439,41.132012,-96.573601
305626,9151,121.148441,41.132014,-96.576151
305627,9151,121.148443,41.132015,-96.5787
305628,9151,121.148444,41.132017,-96.581249
305629,9151,121.148446,41.132019,-96.583797
305630,9151,121.148448,41.13202,-96.586345
305631,9151,121.148449,41.132022,-96.588892
305632,9151,121.148451,41.132024,-96.591439
305633,9151,121.148453,41.132025,-96.593986
305634,9151,121.148454,41.132027,-96.596532
305635,9151,121.148456,41.132029,-96.599078
305636,9151,121.148458,41.132031,-96.601623
305637,9151,121.14846,41.132032,-96.604168
305638,9151,121.148461,41.132034,-96.606713
305639,9151,121.148463,41.132036,-96.609257
305640,9151,121.148465,41.132037,-96.6118
305641,9151,121.148466,41.132039,-96.614344
305642,9151,121.148468,41.132041,-96.616886
305643,9151,121.14847,41.132042,-96.619429
305644,9151,121.148471,41.132044,-96.621971
305645,9151,121.148473,41.132046,-96.624512
305646,9151,121.148475,41.132048,-96.627053
305647,9151,121.148477,41.132049,-96.629594
305648,9151,121.148478,41.132051,-96.632134
305649,9151,121.14848,41.132053,-96.634674
305650,9151,121.148482,41.132054,-96.637213
305651,9151,121.148483,41.132056,-96.639752
305652,9151,121.148485,41.132058,-96.64229
305653,9151,121.148487,41.132059,-96.644828
305654,9151,121.148488,41.132061,-96.647366
305655,9151,121.14849,41.132063,-96.649903
305656,9151,121.148492,41.132065,-96.65244
305657,9151,121.148494,41.132066,-96.654976
305658,9151,121.148495,41.132068,-96.657512
305659,9151,121.148497,41.13207,-96.660047
305660,9151,121.148499,41.132071,-96.662582
305661,9151,121.1485,41.132073,-96.665117
305662,9151,121.148502,41.132075,-96.667651
305663,9151,121.148504,41.132076,-96.670185
305664,9151,121.148505,41.132078,-96.672718
305665,9151,121.148507,41.13208,-96.675251
305666,9151,121.148509,41.132082,-96.677783
305667,9151,121.148511,41.132083,-96.680315
305668,9151,121.148512,41.132085,-96.682847
305669,9151,121.148514,41.132087,-96.685378
305670,9151,121.148516,41.132088,-96.687909
305671,9151,121.148517,41.13209,-96.690439
305672,9151,121.148519,41.132092,-96.692969
305673,9151,121.148521,41.132093,-96.695498
305674,9151,121.148522,41.132095,-96.698027
305675,9151,121.148524,41.132097,-96.700556
305676,9151,121.148526,41.132099,-96.703084
305677,9151,121.148528,41.1321,-96.705612
305678,9151,121.148529,41.132102,-96.708139
305679,9151,121.148531,41.132104,-96.710666
305680,9151,121.148533,41.132105,-96.713193
305681,9151,121.148534,41.132107,-96.715719
305682,9151,121.148536,41.132109,-96.718244
305683,9151,121.148538,41.13211,-96.720769
305684,9151,121.148539,41.132112,-96.723294
305685,9151,121.148541,41.132114,-96.725818
305686,9151,121.148543,41.132116,-96.728342
305687,9151,121.148545,41.132117,-96.730866
305688,9151,121.148546,41.132119,-96.733389
305689,9151,121.148548,41.132121,-96.735912
305690,9151,121.14855,41.132122,-96.738434
305691,9151,121.148551,41.132124,-96.740956
305692,9151,121.148553,41.132126,-96.743477
305693,9151,121.148555,41.132127,-96.745998
305694,9151,121.148556,41.132129,-96.748518
305695,9151,121.148558,41.132131,-96.751038
305696,9151,121.14856,41.132133,-96.753558
305697,9151,121.148562,41.132134,-96.756077
305698,9151,121.148563,41.132136,-96.758596
305699,9151,121.148565,41.132138,-96.761115
305700,9151,121.148567,41.132139,-96.763633
305701,9151,121.148568,41.132141,-96.76615
305702,9151,121.14857,41.132143,-96.768667
305703,9151,121.148572,41.132144,-96.771184
305704,9151,121.148573,41.132146,-96.7737
305705,9151,121.148575,41.132148,-96.776216
305706,9151,121.148577,41.13215,-96.778731
305707,9151,121.148579,41.132151,-96.781246
305708,9151,121.14858,41.132153,-96.783761
305709,9151,121.148582,41.132155,-96.786275
305710,9151,121.148584,41.132156,-96.788789
305711,9151,121.148585,41.132158,-96.791302
305712,9151,121.148587,41.13216,-96.793815
305713,9151,121.148589,41.132161,-96.796328
305714,9151,121.14859,41.132163,-96.79884
305715,9151,121.148592,41.132165,-96.801351
305716,9151,121.148594,41.132167,-96.803863
305717,9151,121.148596,41.132168,-96.806373
305718,9151,121.148597,41.13217,-96.808884
305719,9151,121.148599,41.132172,-96.811394
305720,9151,121.148601,41.132173,-96.813903
305721,9151,121.148602,41.132175,-96.816412
305722,9151,121.148604,41.132177,-96.818921
305723,9151,121.148606,41.132178,-96.821429
305724,9151,121.148607,41.13218,-96.823937
305725,9151,121.148609,41.132182,-96.826445
305726,9151,121.148611,41.132184,-96.828952
305727,9151,121.148613,41.132185,-96.831458
305728,9151,121.148614,41.132187,-96.833964
305729,9151,121.148616,41.132189,-96.83647
305730,9151,121.148618,41.13219,-96.838976
305731,9151,121.148619,41.132192,-96.841481
305732,9151,121.148621,41.132194,-96.843985
305733,9151,121.148623,41.132195,-96.846489
305734,9151,121.148624,41.132197,-96.848993
305735,9151,121.148626,41.132199,-96.851496
305736,9151,121.148628,41.132201,-96.853999
305737,9151,121.14863,41.132202,-96.856501
305738,9151,121.148631,41.132204,-96.859003
305739,9151,121.148633,41.132206,-96.861505
305740,9151,121.148635,41.132207,-96.864006
305741,9151,121.148636,41.132209,-96.866507
305742,9151,121.148638,41.132211,-96.869007
305743,9151,121.14864,41.132212,-96.871507
305744,9151,121.148641,41.132214,-96.874006
305745,9151,121.148643,41.132216,-96.876506
305746,9151,121.148645,41.132218,-96.879004
305747,9151,121.148647,41.132219,-96.881502
305748,9151,121.148648,41.132221,-96.884
305749,9151,121.14865,41.132223,-96.886498
305750,9151,121.148652,41.132224,-96.888995
305751,9151,121.148653,41.132226,-96.891491
305752,9151,121.148655,41.132228,-96.893987
305753,9151,121.148657,41.132229,-96.896483
305754,9151,121.148658,41.132231,-96.898979
305755,9151,121.14866,41.132233,-96.901473
305756,9151,121.148662,41.132235,-96.903968
305757,9151,121.148664,41.132236,-96.906462
305758,9151,121.148665,41.132238,-96.908956
305759,9151,121.148667,41.13224,-96.911449
305760,9151,121.148669,41.132241,-96.913942
305761,9151,121.14867,41.132243,-96.916434
305762,9151,121.148672,41.132245,-96.918926
305763,9151,121.148674,41.132246,-96.921418
305764,9151,121.148675,41.132248,-96.923909
305765,9151,121.148677,41.13225,-96.9264
305766,9151,121.148679,41.132252,-96.92889
305767,9151,121.148681,41.132253,-96.93138
305768,9151,121.148682,41.132255,-96.93387
305769,9151,121.148684,41.132257,-96.936359
305770,9151,121.148686,41.132258,-96.938847
305771,9151,121.148687,41.13226,-96.941336
305772,9151,121.148689,41.132262,-96.943824
305773,9151,121.148691,41.132263,-96.946311
305774,9151,121.148692,41.132265,-96.948798
305775,9151,121.148694,41.132267,-96.951285
305776,9151,121.148696,41.132269,-96.953771
305777,9151,121.148698,41.13227,-96.956257
305778,9151,121.148699,41.132272,-96.958742
305779,9151,121.148701,41.132274,-96.961227
305780,9151,121.148703,41.132275,-96.963712
305781,9151,121.148704,41.132277,-96.966196
305782,9151,121.148706,41.132279,-96.96868
305783,9151,121.148708,41.13228,-96.971163
305784,9151,121.148709,41.132282,-96.973646
305785,9151,121.148711,41.132284,-96.976128
305786,9151,121.148713,41.132286,-96.978611
305787,9151,121.148715,41.132287,-96.981092
305788,9151,121.148716,41.132289,-96.983574
305789,9151,121.148718,41.132291,-96.986054
305790,9151,121.14872,41.132292,-96.988535
305791,9151,121.148721,41.132294,-96.991015
305792,9151,121.148723,41.132296,-96.993495
305793,9151,121.148725,41.132297,-96.995974
305794,9151,121.148726,41.132299,-96.998453
305795,9151,121.148728,41.132301,-97.000931
305796,9151,121.14873,41.132303,-97.003409
305797,9151,121.148732,41.132304,-97.005887
305798,9151,121.148733,41.132306,-97.008364
305799,9151,121.148735,41.132308,-97.010841
305800,9151,121.148737,41.132309,-97.013317
305801,9151,121.148738,41.132311,-97.015793
305802,9151,121.14874,41.132313,-97.018268
305803,9151,121.148742,41.132314,-97.020744
305804,9151,121.148743,41.132316,-97.023218
305805,9151,121.148745,41.132318,-97.025693
305806,9151,121.148747,41.13232,-97.028167
305807,9151,121.148749,41.132321,-97.03064
305808,9151,121.14875,41.132323,-97.033113
305809,9151,121.148752,41.132325,-97.035586
305810,9151,121.148754,41.132326,-97.038058
305811,9151,121.148755,41.132328,-97.04053
305812,9151,121.148757,41.13233,-97.043001
305813,9151,121.148759,41.132331,-97.045472
305814,9151,121.14876,41.132333,-97.047943
305815,9151,121.148762,41.132335,-97.050413
305816,9151,121.148764,41.132337,-97.052883
305817,9151,121.148766,41.132338,-97.055353
305818,9151,121.148767,41.13234,-97.057822
305819,9151,121.148769,41.132342,-97.06029
305820,9151,121.148771,41.132343,-97.062758
305821,9151,121.148772,41.132345,-97.065226
305822,9151,121.148774,41.132347,-97.067694
305823,9151,121.148776,41.132348,-97.070161
305824,9151,121.148777,41.13235,-97.072627
305825,9151,121.148779,41.132352,-97.075093
305826,9151,121.148781,41.132354,-97.077559
305827,9151,121.148783,41.132355,-97.080025
305828,9151,121.148784,41.132357,-97.082489
305829,9151,121.148786,41.132359,-97.084954
305830,9151,121.148788,41.13236,-97.087418
305831,9151,121.148789,41.132362,-97.089882
305832,9151,121.148791,41.132364,-97.092345
305833,9151,121.148793,41.132365,-97.094808
305834,9151,121.148794,41.132367,-97.097271
305835,9151,121.148796,41.132369,-97.099733
305836,9151,121.148798,41.132371,-97.102195
305837,9151,121.1488,41.132372,-97.104656
305838,9151,121.148801,41.132374,-97.107117
305839,9151,121.148803,41.132376,-97.109577
305840,9151,121.148805,41.132377,-97.112037
305841,9151,121.148806,41.132379,-97.114497
305842,9151,121.148808,41.132381,-97.116956
305843,9151,121.14881,41.132382,-97.119415
305844,9151,121.148811,41.132384,-97.121874
305845,9151,121.148813,41.132386,-97.124332
305846,9151,121.148815,41.132388,-97.12679
305847,9151,121.148817,41.132389,-97.129247
305848,9151,121.148818,41.132391,-97.131704
305849,9151,121.14882,41.132393,-97.13416
305850,9151,121.148822,41.132394,-97.136616
305851,9151,121.148823,41.132396,-97.139072
305852,9151,121.148825,41.132398,-97.141527
305853,9151,121.148827,41.132399,-97.143982
