本小区ID,邻小区ID,本小区LAC,邻小区LAC,
CellId,AdjcellId,CellLac,Adjcelllac,
9171,9273,14119,14119,
9171,9331,14119,14119,
9171,9503,14119,14119,
9171,9292,14119,14119,
9171,9332,14119,14119,
9171,9023,14119,14119,
9171,9172,14119,14119,
9171,9372,14119,14119,
9171,9123,14119,14119,
9171,9291,14119,14119,
9171,9293,14119,14119,
9171,9502,14119,14119,
9171,9112,14119,14119,
9171,9111,14119,14119,
9171,9522,14119,14119,
9171,9561,14119,14119,
9171,9161,14119,14119,
9171,9333,14119,14119,
9171,9573,14119,14119,
9173,9561,14119,14119,
9173,9283,14119,14119,
9173,9403,14119,14119,
9173,9562,14119,14119,
9173,10113,14119,14103,
9173,9161,14119,14119,
9173,9563,14119,14119,
9173,10283,14119,14103,
9173,9123,14119,14119,
9173,9293,14119,14119,
9173,9401,14119,14119,
9173,9112,14119,14119,
9173,9282,14119,14119,
9173,9292,14119,14119,
9173,9113,14119,14119,
9173,9162,14119,14119,
9173,9171,14119,14119,
9173,9333,14119,14119,
9173,9503,14119,14119,
9173,10013,14119,14103,
9173,10060,14119,14103,
9173,9163,14119,14119,
9173,9172,14119,14119,
9173,9402,14119,14119,
9173,9253,14119,14119,
9313,9232,14119,14119,
9313,9231,14119,14119,
9313,9191,14119,14119,
9313,9453,14119,14119,
9313,9382,14119,14119,
9313,9311,14119,14119,
9313,9381,14119,14119,
9313,9391,14119,14119,
9313,9383,14119,14119,
9313,9551,14119,14119,
9313,9073,14119,14119,
9313,9131,14119,14119,
9313,9233,14119,14119,
9313,9361,14119,14119,
9313,9074,14119,14119,
9313,9201,14119,14119,
9313,9312,14119,14119,
9313,9193,14119,14119,
9313,9362,14119,14119,
9313,9221,14119,14119,
9313,9392,14119,14119,
9313,9041,14119,14119,
9313,9203,14119,14119,
9313,9363,14119,14119,
9311,9203,14119,14119,
9311,9300,14119,14119,
9311,9188,14119,14119,
9311,9201,14119,14119,
9311,9231,14119,14119,
9311,9313,14119,14119,
9311,9362,14119,14119,
9311,9381,14119,14119,
9311,9422,14119,14119,
9311,9452,14119,14119,
9311,9312,14119,14119,
9311,9361,14119,14119,
9311,9180,14119,14119,
9311,9191,14119,14119,
9311,9391,14119,14119,
9311,9451,14119,14119,
9311,9343,14119,14119,
9311,9363,14119,14119,
9311,9453,14119,14119,
9311,9080,14119,14119,
9311,9423,14119,14119,
9311,9074,14119,14119,
9311,9221,14119,14119,
9311,9071,14119,14119,
9311,9131,14119,14119,
9312,9072,14119,14119,
9312,9073,14119,14119,
9312,9192,14119,14119,
9312,9382,14119,14119,
9312,9362,14119,14119,
9312,9541,14119,14119,
9312,9461,14119,14119,
9312,9551,14119,14119,
9312,9203,14119,14119,
9312,9074,14119,14119,
9312,9463,14119,14119,
9312,9543,14119,14119,
9312,9131,14119,14119,
9312,9453,14119,14119,
9312,9202,14119,14119,
9312,9311,14119,14119,
9312,9313,14119,14119,
9312,9071,14119,14119,
9312,9141,14119,14119,
9312,9343,14119,14119,
9312,9053,14119,14119,
9312,9241,14119,14119,
9312,9381,14119,14119,
9312,9452,14119,14119,
9312,9051,14119,14119,
9312,9153,14119,14119,
9312,9191,14119,14119,
9312,9232,14119,14119,
9383,9393,14119,14119,
9383,9233,14119,14119,
9383,9313,14119,14119,
9383,9363,14119,14119,
9383,9043,14119,14119,
9383,9381,14119,14119,
9383,9382,14119,14119,
9383,9392,14119,14119,
9383,9232,14119,14119,
9383,9391,14119,14119,
9383,9553,14119,14119,
9383,9033,14119,14119,
9383,9041,14119,14119,
9383,9034,14119,14119,
9383,9042,14119,14119,
9383,9223,14119,14119,
9383,9281,14119,14119,
9383,9193,14119,14119,
9383,9221,14119,14119,
9383,9411,14119,14119,
